,Unnamed: 0,Partido,Localidad,ADSL,Unnamed: 4,DIALUP,FIBRAOPTICA,4G,Unnamed: 8,TELEFONIAFIJA,Unnamed: 10,SATELITAL
2156,MENDOZA,,,--,--,,,--,--,,SI,--
2157,MENDOZA,Lavalle,Jocolí Viejo,,--,--,--,,,--,,--
2158,,Luján de Cuyo,Agrelo,SI,,--,SI,SI,,SI,,--
2159,,Luján de Cuyo,Barrio Adina I Y Ii,,,--,--,,,--,--,--
2160,MENDOZA,Luján de Cuyo,Barrio Perdriel IV,,--,--,SI,,--,--,SI,
2161,MENDOZA,,,SI,--,,,SI,SI,,SI,--
2162,MENDOZA,Luján de Cuyo,,--,--,--,,SI,SI,--,,--
2163,MENDOZA,Luján de Cuyo,,--,--,,,SI,SI,--,SI,
2164,MENDOZA,,Costa Flores,--,--,,SI,SI,SI,,SI,--
2165,MENDOZA,Luján de Cuyo,El Carmelo,,--,--,--,,,--,,--
2166,,Luján de Cuyo,El Carrizal,--,,--,--,SI,,--,SI,--
2167,MENDOZA,,El Salto,--,--,,--,--,--,,SI,
2168,MENDOZA,,,--,--,,,--,--,,SI,
2169,MENDOZA,Luján de Cuyo,Las Carditas,,--,--,--,,--,--,,--
2170,,Luján de Cuyo,Las Compuertas,,,SI,--,,,SI,,--
2171,MENDOZA,Luján de Cuyo,,--,--,--,,--,--,SI,SI,
2172,MENDOZA,,,--,--,,,SI,SI,,--,
2173,MENDOZA,,PEDRO MOLINA,--,--,,SI,SI,SI,,,--
2174,MENDOZA,Guaymallén,,SI,--,SI,,SI,SI,,SI,--
2175,,Guaymallén,RODEO DE LA CRUZ,--,,--,SI,SI,,--,--,
2176,MENDOZA,Guaymallén,SAN FRANCISCO DEL MONTE,,,--,SI,,SI,--,--,
2177,MENDOZA,,,--,--,,,SI,SI,,--,--
2178,MENDOZA,,VILLA NUEVA,--,--,,--,SI,SI,,,--
2179,MENDOZA,Junín,,--,--,--,,--,--,,--,
2180,MENDOZA,,Ingeniero Giagnoni,SI,--,,SI,SI,SI,,SI,--
2181,,Junín,Junín,,--,SI,SI,,SI,SI,,--
2182,,Junín,La Colonia,--,,--,SI,SI,,--,,SI
2183,,Junín,Los Barriales,,,SI,--,,,SI,SI,
2184,MENDOZA,Junín,Medrano,,--,--,--,,--,--,SI,
2185,MENDOZA,,,--,--,,,--,--,,SI,--
2186,MENDOZA,Junín,,--,--,--,,SI,--,SI,,--
2187,MENDOZA,La Paz,Desaguadero,,--,--,--,,SI,SI,--,
2188,,La Paz,La Paz,SI,,--,SI,,,SI,--,--
2189,MENDOZA,,Villa Antigua,--,--,,--,--,--,,,--
2190,MENDOZA,,,--,--,,,--,--,SI,--,--
2191,,Las Heras,Capdeville,--,,--,--,SI,,--,--,
2192,MENDOZA,Las Heras,El Algarrobal,,--,--,SI,,SI,--,--,--
2193,MENDOZA,Las Heras,El Borbollon,,--,--,--,,SI,--,--,--
2194,,Las Heras,EL CHALLAO,,,--,SI,,,--,,--
2195,MENDOZA,Las Heras,,--,--,--,,SI,SI,--,--,--
2196,MENDOZA,,,--,--,,,--,SI,,--,
2197,,Las Heras,EL ZAPALLAR,--,,--,SI,SI,,--,,--
2198,MENDOZA,Las Heras,Jocolí,,--,--,--,,SI,SI,--,--
2199,MENDOZA,Las Heras,La Cieneguita,,--,--,--,,SI,--,--,--
2200,,Las Heras,Las Cuevas,,,--,--,,,--,--,
2201,MENDOZA,Las Heras,,SI,SI,SI,,SI,SI,SI,SI,SI
2202,MENDOZA,,,--,--,,,--,--,,,--
2203,NEUQUEN,,Caviahué,--,--,,--,SI,--,,SI,
2204,NEUQUEN,Ñorquín,,--,--,--,,--,--,,SI,--
2205,,Ñorquín,El Cholar,--,,--,--,--,,SI,,SI
2206,NEUQUEN,Ñorquín,El Huecú,,,--,--,,--,SI,SI,SI
2207,NEUQUEN,,,--,--,,,--,--,,SI,--
2208,NEUQUEN,,Barrancas,--,--,,--,--,--,,SI,
2209,,Pehuenches,Buta Ranquil,,,--,--,,,SI,--,SI
2210,NEUQUEN,Pehuenches,Octavio Pico,,--,--,--,,--,--,,--
2211,NEUQUEN,,,SI,SI,,,SI,SI,,SI,
2212,NEUQUEN,Picún Leufú,,--,--,--,,--,--,--,--,
2213,NEUQUEN,Picún Leufú,,--,--,,,--,--,SI,,--
2214,NEUQUEN,,Picún Leufú,--,--,,--,SI,--,,,SI
2215,NEUQUEN,Picunches,Bajada del Agrio,,--,--,--,,,SI,--,
2216,,Picunches,La Buitrera,--,,--,--,--,,--,--,SI
2217,NEUQUEN,,Las Lajas,--,--,,--,SI,--,,--,SI
2218,NEUQUEN,,,--,--,,,--,--,,,--
2219,NEUQUEN,Zapala,,--,--,--,,SI,--,--,--,--
2220,MENDOZA,,Fray Luis Beltrán,SI,SI,,,SI,SI,,SI,
2221,MENDOZA,Maipú,GENERAL GUTIERREZ,,--,--,SI,,SI,--,,--
2222,,Maipú,LUZURIAGA,--,,--,SI,SI,,--,,--
2223,,Maipú,Maipú,SI,,SI,SI,SI,,SI,SI,
2224,,Maipú,Rodeo del Medio,,,SI,SI,,,SI,SI,
2225,MENDOZA,,Russell,SI,--,,SI,SI,SI,,,--
2226,MENDOZA,,,SI,--,,,SI,SI,,SI,--
2227,MENDOZA,Maipú,Villa Teresa,,--,--,--,,,--,SI,--
2228,,Malargüe,Agua Escondida,--,,--,--,SI,,--,--,
2229,MENDOZA,,Bardas Blancas,--,--,,--,SI,--,,--,--
2230,MENDOZA,Malargüe,,--,--,--,,SI,SI,SI,,--
2231,,Coronel Felipe Varela,Pagancillo,,,--,SI,,,--,SI,--
2232,LA RIOJA,Coronel Felipe Varela,Santa Clara,,--,--,--,,--,--,--,
2233,,Coronel Felipe Varela,Villa Unión,,,--,SI,,,SI,,SI
2234,,Famatina,Alto Carrizal,--,,--,--,--,,--,--,--
2235,LA RIOJA,,,--,--,,,--,--,,SI,
2236,LA RIOJA,,Antinaco,--,--,,--,--,--,,--,--
2237,,Famatina,Bajo Carrizal,--,,--,--,--,,--,--,--
2238,,Famatina,Campanas,,,--,SI,,--,SI,,--
2239,,Famatina,Chañarmuyo,,,--,--,,,--,SI,
2240,LA RIOJA,Famatina,Famatina,,SI,--,SI,,SI,SI,SI,--
2241,LA RIOJA,,La Cuadra,--,--,,--,--,--,,,--
2242,LA RIOJA,Famatina,,--,--,--,,SI,--,SI,SI,--
2243,LA RIOJA,,,--,--,,,--,--,,--,--
2244,LA RIOJA,,Santa Cruz,--,--,,--,--,--,,SI,
2245,,Famatina,Santo Domingo,,,--,--,,,--,--,--
2246,,General Angel V. Peñaloza,Punta de los Llanos,--,,--,SI,SI,,SI,,--
2247,LA RIOJA,,Tama,SI,--,,SI,SI,--,,SI,
2248,LA RIOJA,General Belgrano,,--,--,--,,--,--,,SI,--
2249,LA RIOJA,General Belgrano,Chañar,,--,--,SI,,SI,SI,,--
2250,,Matacos,Ingeniero Guillermo N. Juárez,SI,,--,--,SI,,SI,SI,SI
2251,FORMOSA,Patiño,,--,--,--,,--,--,--,SI,
2252,FORMOSA,,,--,--,,,--,--,,--,
2253,FORMOSA,,Comandante Fontana,--,--,,--,SI,SI,,,--
2254,FORMOSA,,,--,--,,,--,--,,,--
2255,,Patiño,Estanislao del Campo,SI,,--,--,SI,,SI,SI,--
2256,,Patiño,Fortín Cabo 1º Lugones,,,--,--,,,--,SI,
2257,FORMOSA,,,--,--,,,--,--,--,,SI
2258,FORMOSA,,Ibarreta,SI,--,,--,SI,SI,,SI,SI
2259,FORMOSA,,,--,--,,,SI,--,,SI,
2260,FORMOSA,Patiño,,SI,--,--,,SI,SI,SI,SI,SI
2261,,Patiño,Posta Cambio Zalazar,,,--,--,,,--,,--
2262,FORMOSA,Patiño,Pozo del Tigre,,--,--,SI,,SI,SI,,--
2263,FORMOSA,Patiño,San Martín I,,--,--,--,,--,--,SI,
2264,,Patiño,San Martín II,--,,--,SI,SI,,SI,SI,
2265,JUJUY,,,--,--,--,,--,--,--,SI,--
2266,FORMOSA,,Laguna Naick-Neck,SI,--,,--,SI,--,,,SI
2267,,Pilcomayo,Palma Sola,--,,--,--,SI,,--,SI,
2268,,Pilcomayo,Puerto Pilcomayo,,,--,--,,,--,SI,--
2269,FORMOSA,Pilcomayo,,--,--,--,,SI,SI,SI,,--
2270,FORMOSA,,,--,--,,,SI,--,,SI,--
2271,FORMOSA,Pilcomayo,Siete Palmas,,--,--,SI,,--,SI,SI,
2272,,Pirané,Colonia Campo Villafañe,,,--,SI,,,SI,SI,--
2273,,Pirané,El Colorado,SI,,--,SI,SI,,SI,SI,SI
2274,,Pirané,Palo Santo,,SI,--,--,,SI,SI,,SI
2275,FORMOSA,,Pirané,--,--,,SI,SI,SI,,SI,SI
2276,FORMOSA,Pirané,,--,--,--,,SI,--,SI,SI,
2277,,Ramón Lista,El Potrillo,,,--,--,,,--,,--
2278,,Ramón Lista,El Quebracho,--,,--,--,--,,--,SI,--
2279,,Nogoyá,Hernández,,,--,--,,SI,SI,SI,SI
2280,,Nogoyá,Lucas González,SI,,--,--,SI,,SI,SI,
2281,ENTRE RIOS,Nogoyá,,SI,--,--,,SI,SI,,SI,--
2282,ENTRE RIOS,,XX de Setiembre,--,--,,--,--,--,,,--
2283,ENTRE RIOS,,,--,--,,,SI,--,,SI,
2284,ENTRE RIOS,Paraná,,--,--,--,,--,--,--,--,--
2285,,Paraná,Aldea San Rafael,,,--,--,,,SI,,--
2286,ENTRE RIOS,Paraná,Aldea Santa María,,--,--,--,,--,SI,--,--
2287,ENTRE RIOS,Paraná,,--,--,--,,--,--,--,--,
2288,ENTRE RIOS,,Cerrito,SI,SI,,--,SI,SI,,SI,
2289,,Paraná,Colonia Avellaneda,SI,,--,--,SI,,SI,,--
2290,ENTRE RIOS,Paraná,Colonia Crespo,,--,--,--,,,--,,--
2291,ENTRE RIOS,,Colonia Merou,--,--,,--,--,--,,--,--
2292,ENTRE RIOS,Paraná,,SI,SI,,,SI,SI,SI,SI,
2293,ENTRE RIOS,Paraná,,--,--,--,,--,--,--,,--
2294,ENTRE RIOS,,,--,--,,,SI,--,,,--
2295,ENTRE RIOS,Diamante,General Ramírez,,SI,--,--,,SI,SI,SI,
2296,,Diamante,La Juanita,,,--,--,,,--,--,
2297,ENTRE RIOS,,,--,--,,,--,--,,--,--
2298,ENTRE RIOS,Diamante,,--,--,--,,--,--,--,,--
2299,ENTRE RIOS,Diamante,,--,--,,,--,--,--,--,--
2300,ENTRE RIOS,,Strobel,--,SI,,--,SI,SI,,--,
2301,ENTRE RIOS,Diamante,Villa Libertador San Martín,,--,--,--,,,SI,,--
2302,,Federación,Chajarí,SI,,--,SI,SI,,SI,,--
2303,,Federación,Colonia Alemana,,,--,--,,,--,SI,
2304,ENTRE RIOS,Federación,Colonia Ensanche Sauce,,--,--,--,,--,--,SI,
2305,ENTRE RIOS,,,--,--,,,SI,SI,,,--
2306,ENTRE RIOS,Federación,,--,--,--,,--,--,--,SI,--
2307,ENTRE RIOS,Federación,Colonia Santa María,,--,--,--,,--,--,SI,--
2308,,Federación,Federación,SI,,--,SI,SI,,SI,SI,
2309,ENTRE RIOS,,Los Conquistadores,--,SI,,--,SI,SI,,SI,--
2310,ENTRE RIOS,Federación,,--,SI,--,,SI,SI,,,--
2311,,Ramón Lista,General Mosconi,--,,--,SI,--,,SI,SI,SI
2312,JUJUY,Cochinoca,Abdón Castro Tolay,,,--,--,,--,--,--,
2313,JUJUY,Cochinoca,Abra Pampa,,--,--,--,,--,SI,,SI
2314,,Cochinoca,Abralaite,,,--,--,,,--,--,--
2315,JUJUY,Cochinoca,,--,--,--,,--,--,--,--,
2316,JUJUY,,,--,--,,,--,--,,--,--
2317,,Cochinoca,Cochinoca,,,--,--,--,,--,--,--
2318,JUJUY,Cochinoca,La Redonda,,--,--,--,,--,--,,SI
2319,,Cochinoca,Puesto del Marquéz,,,--,SI,,,--,--,--
2320,,Cochinoca,Quebraleña,--,,--,--,--,,--,--,
2321,JUJUY,,,--,--,,,--,--,,--,--
2322,JUJUY,,Rinconadillas,--,--,,--,--,--,,,--
2323,JUJUY,,San Francisco de Alfarcito,--,--,,--,--,--,,--,
2324,JUJUY,Cochinoca,,--,--,--,,--,--,--,--,--
2325,,Cochinoca,Santuario de Tres Pozos,--,,--,--,,,--,,--
2326,JUJUY,Cochinoca,Tambillos,,--,--,--,,--,--,--,--
2327,JUJUY,Cochinoca,,--,--,--,,--,--,--,--,
2328,JUJUY,,,--,--,,,--,--,,SI,
2329,,Doctor Manuel Belgrano,Guerrero,SI,,--,--,SI,,SI,--,--
2330,,Doctor Manuel Belgrano,La Almona,,,--,SI,,,--,,--
2331,JUJUY,,León,--,SI,,--,--,--,,--,
2332,JUJUY,,,--,--,,,SI,SI,,SI,
2333,JUJUY,Doctor Manuel Belgrano,,--,--,--,,--,--,--,,--
2334,JUJUY,,,--,--,,,--,--,,,--
2335,JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),,SI,--,SI,,SI,SI,SI,
2336,,Doctor Manuel Belgrano,Yala,--,,--,--,SI,,SI,SI,SI
2337,JUJUY,,,--,--,,,--,--,,SI,--
2338,JUJUY,El Carmen,,--,--,--,,--,--,--,,--
2339,JUJUY,,Barrio La Unión,--,--,,--,--,--,,--,
2340,JUJUY,,,SI,SI,,,SI,SI,,SI,SI
2341,,El Carmen,Fleming,--,,--,--,SI,,--,,--
2342,,El Carmen,Los Lapachos (Est. Maquinista Verón),,,--,--,,,--,,--
2343,JUJUY,El Carmen,Loteo San Vicente,,--,--,--,,--,--,--,
2344,,El Carmen,Manantiales,--,,--,--,SI,,--,--,
2345,JUJUY,El Carmen,,--,SI,--,,SI,SI,SI,,SI
2346,JUJUY,,,SI,SI,,--,SI,SI,,,SI
2347,,El Carmen,Perico,,,--,--,,,SI,SI,
2348,JUJUY,El Carmen,Pila Pardo,,--,--,--,,--,--,--,--
2349,JUJUY,,,SI,--,,,SI,--,,,SI
2350,JUJUY,,Llulluchayoc,--,--,,--,--,--,,--,--
2351,,Yavi,Pumahuasi,,,--,SI,,,--,--,
2352,,Yavi,San Jose,--,,--,--,--,,--,--,--
2353,,Yavi,Yavi,,,--,--,,,--,--,SI
2354,JUJUY,Yavi,Yavi Chico,,--,--,SI,,--,--,,--
2355,LA PAMPA,,Doblas,--,SI,,SI,--,--,,SI,SI
2356,LA PAMPA,Atreucó,,--,--,--,,SI,--,SI,SI,
2357,LA PAMPA,Atreucó,Miguel Riglos,,--,--,SI,,--,SI,,SI
2358,,Atreucó,Rolón,,,--,--,,,SI,SI,SI
2359,,Atreucó,Tomas M. Anchorena,--,,SI,--,--,,SI,SI,
2360,,Caleu Caleu,Anzoategui,,--,--,--,,--,--,--,--
2361,LA PAMPA,,La Adela,--,SI,,--,SI,SI,,,SI
2362,LA PAMPA,Capital,,--,SI,--,,SI,SI,SI,SI,SI
2363,JUJUY,Susques,,--,--,--,,--,--,SI,SI,SI
2364,JUJUY,,,--,--,,,--,--,,--,
2365,JUJUY,Susques,Puesto Sey,,--,--,SI,,--,--,--,--
2366,,Susques,San Juan de Quillaqués,,,--,SI,,,--,,SI
2367,JUJUY,,Susques,--,--,,SI,SI,--,,SI,
2368,JUJUY,Tilcara,,--,--,--,,--,--,--,--,--
2369,JUJUY,Tilcara,Huacalera,,--,--,SI,,--,--,,--
2370,,Tilcara,Juella,--,,--,--,--,,SI,,--
2371,JUJUY,,,--,--,--,,SI,--,SI,SI,
2372,JUJUY,,Tilcara,--,--,,SI,SI,SI,,SI,
2373,JUJUY,,,--,--,,,--,--,,,--
2374,JUJUY,Tumbaya,,--,--,--,,--,--,--,,--
2375,,Tumbaya,El Moreno,,,--,--,,,--,--,--
2376,JUJUY,Tumbaya,Puerta de Colorados,,--,--,--,,--,--,--,
2377,JUJUY,Tumbaya,,SI,--,--,,SI,--,SI,,--
2378,JUJUY,,Tumbaya,--,--,,,SI,--,,SI,--
2379,JUJUY,Tumbaya,,SI,--,--,,SI,--,SI,SI,
2380,JUJUY,,,--,--,,,--,--,,--,
2381,JUJUY,Valle Grande,Pampichuela,,--,--,--,,--,--,--,--
2382,,Valle Grande,San Francisco,,,--,--,,,--,,--
2383,,Valle Grande,Santa Ana,--,,--,--,--,,--,--,
2384,ENTRE RIOS,Paraná,El Pingo,,--,--,--,,,SI,SI,
2385,ENTRE RIOS,,El Ramblón,--,--,,--,SI,--,,,--
2386,ENTRE RIOS,,,--,--,,,SI,--,--,,--
2387,,Paraná,Hasenkamp,,,--,SI,,,SI,SI,SI
2388,,Paraná,Hernandarias,--,,--,--,SI,,SI,SI,
2389,ENTRE RIOS,,,SI,--,,,SI,SI,,--,--
2390,ENTRE RIOS,Paraná,,--,--,--,,--,--,--,,SI
2391,,Paraná,María Grande,,,SI,SI,,,SI,SI,--
2392,ENTRE RIOS,Paraná,Oro Verde,,SI,--,--,,SI,SI,SI,
2393,ENTRE RIOS,Paraná,Paraná,,,SI,SI,,SI,SI,,SI
2394,,Paraná,Pueblo Bellocq (Est. Las Garzas),--,,--,--,--,,SI,--,--
2395,ENTRE RIOS,Paraná,,--,--,--,,SI,SI,,SI,
2396,ENTRE RIOS,,Pueblo General San Martín,--,--,,--,SI,--,,--,--
2397,,Zapala,Los Catutos,--,,--,--,--,,--,,--
2398,,Zapala,Mariano Moreno,,,SI,--,,,SI,,SI
2399,,Zapala,Ramon M. Castro,--,,--,--,SI,,--,--,
2400,,Zapala,Zapala,,,SI,SI,,SI,SI,SI,SI
2401,RIO NEGRO,,Aguada de Guerra,--,--,,--,--,--,,,--
2402,RIO NEGRO,25 de Mayo,,--,--,--,,--,--,--,,--
2403,RIO NEGRO,25 de Mayo,,--,--,--,,--,--,SI,--,
2404,RIO NEGRO,,,--,--,,,--,--,,--,
2405,RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,,--,SI,SI,,SI,SI,SI,SI
2406,,25 de Mayo,Los Menucos,,,--,--,,,--,,SI
2407,RIO NEGRO,,Maquinchao,--,--,,--,SI,--,,SI,
2408,RIO NEGRO,25 de Mayo,,--,--,--,,--,--,--,--,--
2409,RIO NEGRO,25 de Mayo,Pilquiniyeu,,--,--,--,,,--,,SI
2410,,9 de Julio,Comicó,--,,--,--,--,,--,--,SI
2411,RIO NEGRO,,,--,--,--,,--,--,SI,--,
2412,RIO NEGRO,,Ministro Ramos Mexía,--,--,,SI,--,--,,SI,SI
2413,LA PAMPA,,,--,--,,,SI,--,,--,SI
2414,LA PAMPA,Guatraché,,--,SI,--,,SI,SI,SI,,SI
2415,,Guatraché,Perú,,,--,--,,,--,SI,--
2416,LA PAMPA,Guatraché,Santa Teresa,,--,--,SI,,--,SI,--,
2417,LA PAMPA,Hucal,,--,--,--,,--,--,--,,SI
2418,LA PAMPA,,,SI,--,,,SI,SI,,,SI
2419,LA PAMPA,,General San Martín (Est. Villa Alba),--,--,,SI,SI,SI,,SI,
2420,LA PAMPA,,,--,--,,,--,--,,--,--
2421,,Hucal,Jacinto Arauz,--,,--,SI,SI,,SI,,SI
2422,,Lihuel Calel,Cuchillo Co,,,--,SI,,,--,--,SI
2423,LA PAMPA,Limay Mahuida,La Reforma,,--,--,--,,--,SI,SI,SI
2424,,Limay Mahuida,Limay Mahuida,--,,--,--,--,,--,SI,
2425,LA PAMPA,Loventué,,--,--,--,,--,--,SI,SI,SI
2426,LA PAMPA,,,--,--,,SI,--,--,,,--
2427,,Loventué,Luan Toro,,,--,--,,,SI,SI,
2428,LA PAMPA,Loventué,Telén,,--,--,SI,,--,SI,SI,SI
2429,LA PAMPA,,,--,--,,,SI,SI,,,SI
2430,LA PAMPA,,Agustoni,--,--,,--,--,--,,SI,--
2431,,Maracó,Dorila,,,--,SI,,,SI,SI,
2432,,Maracó,General Pico,SI,,SI,SI,SI,,SI,SI,
2433,,Maracó,Speluzzi,,,--,SI,SI,,SI,,--
2434,LA PAMPA,Maracó,Trebolares,,--,--,--,,--,--,,--
2435,LA PAMPA,,25 de Mayo,--,--,,SI,SI,SI,,SI,--
2436,LA PAMPA,Puelén,,--,--,--,,--,--,--,SI,
2437,LA PAMPA,Puelén,Puelén,,--,SI,--,,--,SI,,SI
2438,,Quemú Quemú,Colonia Barón,,,SI,SI,,,SI,SI,SI
2439,,Quemú Quemú,Colonia San José,,,--,--,,,--,--,
2440,,Quemú Quemú,Miguel Cané,--,,--,SI,SI,,SI,--,
2441,MENDOZA,,,--,--,,,--,--,,,--
2442,MENDOZA,,Barrio El Cepillo,--,--,,--,--,--,,,--
2443,MENDOZA,,Chilecito,--,--,,--,SI,SI,,SI,
2444,MENDOZA,San Carlos,,SI,--,--,,SI,SI,SI,SI,
2445,,San Carlos,La Consulta,SI,,--,--,,,SI,,SI
2446,MENDOZA,San Carlos,Pareditas,,--,--,SI,,SI,SI,SI,--
2447,MENDOZA,San Carlos,,--,SI,--,,SI,SI,--,SI,--
2448,MENDOZA,,,--,--,,,--,--,,SI,
2449,,San Martín,Alto Verde,--,,--,SI,--,,--,SI,--
2450,,San Martín,Barrio Chivilcoy,,,--,--,,,--,,--
2451,MENDOZA,,Barrio Emanuel,--,--,,--,--,--,,--,--
2452,MENDOZA,,,--,--,,,--,--,,--,
2453,MENDOZA,San Martín,,--,--,--,,--,--,--,,--
2454,MENDOZA,,Barrio Ntra. Sra. De Fátima,--,--,,,--,SI,,--,--
2455,MENDOZA,San Martín,Chapanay,,--,SI,SI,,SI,SI,SI,
2456,,San Martín,Chivilcoy,--,,--,--,--,,--,--,--
2457,MENDOZA,,,--,--,,,--,--,,SI,--
2458,MENDOZA,San Martín,,--,--,--,,--,--,--,,--
2459,MENDOZA,,,--,--,,,SI,SI,SI,SI,--
2460,MENDOZA,,Nueva California,--,--,,--,--,--,,SI,
2461,MENDOZA,Tupungato,El Zampal,,--,--,--,,,--,--,--
2462,,San Rafael,Villa Atuel Norte,--,,--,--,SI,,SI,,--
2463,,Santa Rosa,Barrio 12 de Octubre,,,--,SI,,,--,--,
2464,MENDOZA,Santa Rosa,Barrio María Auxiliadora,,--,--,--,,SI,--,--,--
2465,MENDOZA,,,--,--,,,--,--,,,--
2466,MENDOZA,Santa Rosa,,--,--,--,,SI,SI,SI,SI,--
2467,MENDOZA,Santa Rosa,Las Catitas,,--,--,--,,SI,SI,SI,--
2468,,Santa Rosa,Santa Rosa,--,,--,SI,--,,SI,SI,
2469,MENDOZA,,Barrio San Cayetano,--,--,,--,--,--,,--,--
2470,MENDOZA,Tunuyán,,--,SI,--,,--,--,,,--
2471,,Tunuyán,Colonia Las Rosas,--,,--,--,SI,,SI,SI,
2472,MENDOZA,Tunuyán,El Manzano,,,--,--,,SI,--,--,
2473,MENDOZA,Tunuyán,Los Sauces,,SI,--,SI,,SI,SI,,--
2474,,Tunuyán,Tunuyán,,,SI,SI,,,SI,,--
2475,MENDOZA,Tunuyán,,--,--,--,,SI,SI,SI,SI,
2476,MENDOZA,,,--,--,,,--,--,,--,
2477,,Tupungato,Cordón del Plata,,,--,--,,,SI,SI,--
2478,MENDOZA,Tupungato,El Peral,,--,--,--,,--,--,,--
2479,,San Justo,Las Varillas,,,--,SI,,,SI,--,
2480,CORDOBA,San Justo,Marull,,--,--,SI,,SI,SI,SI,
2481,CORDOBA,,,--,SI,,,SI,SI,,,--
2482,CORDOBA,San Justo,,SI,--,--,,SI,SI,SI,,--
2483,CORDOBA,San Justo,,--,--,--,,--,--,--,SI,--
2484,CORDOBA,,Plaza San Francisco,--,--,,--,SI,--,,SI,
2485,,San Justo,Porteña,,--,--,SI,,SI,SI,,--
2486,,San Justo,Quebracho Herrado,--,,--,--,--,,SI,,--
2487,CORDOBA,,Sacanta,--,SI,,SI,SI,SI,,SI,
2488,CORDOBA,,,SI,SI,,,SI,SI,,SI,--
2489,JUJUY,Valle Grande,Valle Colorado,,--,--,--,,--,--,,--
2490,,Valle Grande,Valle Grande,,,--,--,,,--,--,--
2491,CORDOBA,San Justo,,--,SI,--,,SI,SI,SI,--,
2492,CORDOBA,,,SI,--,,,SI,--,,--,--
2493,CORDOBA,,Toro Pujio,SI,--,,--,SI,--,,--,--
2494,CORDOBA,,,SI,--,--,,SI,SI,SI,,--
2495,,San Justo,Trinchera,--,,--,--,--,,--,--,--
2496,CORDOBA,San Justo,Villa Concepción del Tío,,SI,--,--,,SI,SI,SI,
2497,CORDOBA,,,--,--,,,--,--,,,--
2498,CORDOBA,,Villa San Esteban,--,--,,--,--,--,,,--
2499,CORDOBA,,,SI,SI,,,SI,SI,,SI,
2500,CORDOBA,Santa María,,SI,--,--,,--,--,SI,SI,--
2501,,Santa María,Barrio Gilbert,,,--,--,,,--,,--
2502,CORDOBA,Santa María,Barrio Las Quintas,,--,--,--,,SI,--,--,--
2503,CORDOBA,Santa María,Barrio Villa del Parque,,--,--,--,,--,--,--,--
2504,,Santa María,Bouwer,--,,--,--,SI,,SI,--,
2505,CORDOBA,,,--,--,,,--,--,--,--,--
2506,CORDOBA,,Caseros Centro,--,--,,--,SI,--,,,--
2507,,Santa María,Causana,--,,--,--,--,,--,--,
2508,,Santa María,Costa Azul,,,--,--,,,--,--,--
2509,CORDOBA,Río Primero,,SI,--,--,,SI,SI,SI,,--
2510,CORDOBA,,,--,--,,,--,--,,--,--
2511,CORDOBA,Río Primero,Pueblo Comechingones,,--,--,--,,--,SI,--,
2512,,Río Primero,Río Primero,,,--,SI,,,SI,SI,
2513,,Río Primero,Sagrada Familia,--,,--,--,--,,--,,--
2514,,Río Primero,Santa Rosa de Río Primero,,,--,SI,,SI,SI,,--
2515,CORDOBA,,Villa Fontana,--,--,,SI,SI,--,,SI,--
2516,CORDOBA,Río Seco,,--,--,--,,SI,SI,,SI,
2517,,Río Seco,Chañar Viejo,,,--,--,,,--,,--
2518,,Río Seco,Eufrasio Loza,--,,--,--,--,,--,--,--
2519,,Río Seco,Gütemberg,,,--,--,--,,--,--,
2520,CORDOBA,Río Seco,La Rinconada,,--,--,--,,--,--,--,--
2521,CORDOBA,,Los Hoyos,--,--,,--,SI,--,,,--
2522,CORDOBA,Río Seco,,--,--,--,,--,--,--,,--
2523,CORDOBA,,,--,--,,,--,--,,SI,
2524,CORDOBA,,San Pedro de Gütemberg,--,--,,--,--,--,,--,
2525,,Río Seco,Santa Elena,,,--,--,,,--,--,--
2526,,Río Seco,Sebastián Elcano,--,,--,SI,SI,,SI,,--
2527,CORDOBA,,Villa Candelaria,--,--,,--,--,--,,--,
2528,CORDOBA,San Justo,,SI,SI,--,,SI,SI,,SI,SI
2529,CORDOBA,San Justo,Balnearia,,--,--,--,,SI,SI,,--
2530,,San Justo,Brinkmann,SI,,--,SI,SI,,SI,--,--
2531,CORDOBA,San Justo,,--,--,--,,--,--,--,--,
2532,CORDOBA,,,--,--,,--,--,--,,SI,--
2533,CORDOBA,,Colonia Iturraspe,--,--,,--,--,--,,--,--
2534,CORDOBA,,,--,--,,,--,--,,,--
2535,,San Justo,Colonia Marina,--,,--,SI,SI,,SI,SI,SI
2536,,San Justo,Colonia Prosperidad,,,--,--,,,SI,--,
2537,CORDOBA,San Justo,,--,--,,,SI,--,SI,,--
2538,CORDOBA,,Colonia San Pedro,--,--,,--,--,--,,--,--
2539,CORDOBA,San Justo,,--,--,--,,--,--,--,--,--
2540,CORDOBA,,Colonia Valtelina,--,--,,,--,--,,--,
2541,CORDOBA,San Justo,Colonia Vignaud,,--,--,SI,,SI,SI,--,--
2542,,Calamuchita,Lutti,--,,--,--,--,,--,,--
2543,,Calamuchita,Monte Ralo,--,,--,--,--,,--,--,
2544,,Calamuchita,Parque Calmayo,,,--,--,,,--,SI,--
2545,CORDOBA,,Río de los Sauces,--,--,,--,SI,SI,,,--
2546,CORDOBA,,,SI,--,,,SI,SI,,SI,--
